# k[h/Mpc]  delta_P  P_classical  P_quantum
0.043492  83615.1  1.73608e+07  1.74444e+07
0.0435923  83396.7  1.73254e+07  1.74088e+07
0.0436928  83178.5  1.729e+07  1.73732e+07
0.0437936  82960.4  1.72546e+07  1.73376e+07
0.0438946  82742.5  1.72192e+07  1.7302e+07
0.0439958  82524.8  1.71838e+07  1.72664e+07
0.0440972  82307.3  1.71484e+07  1.72307e+07
0.0441989  82089.9  1.7113e+07  1.71951e+07
0.0443008  81872.7  1.70776e+07  1.71595e+07
0.044403  81655.6  1.70422e+07  1.71239e+07
0.0445053  81438.8  1.70068e+07  1.70882e+07
0.044608  81222.1  1.69714e+07  1.70526e+07
0.0447108  81005.6  1.6936e+07  1.7017e+07
0.0448139  80789.3  1.69006e+07  1.69813e+07
0.0449172  80573.1  1.68651e+07  1.69457e+07
0.0450208  80357.2  1.68297e+07  1.69101e+07
0.0451246  80141.4  1.67943e+07  1.68745e+07
0.0452287  79925.8  1.67589e+07  1.68388e+07
0.045333  79710.5  1.67235e+07  1.68032e+07
0.0454375  79495.3  1.66881e+07  1.67676e+07
0.0455423  79280.3  1.66527e+07  1.67319e+07
0.0456473  79065.5  1.66173e+07  1.66963e+07
0.0457525  78850.9  1.65818e+07  1.66607e+07
0.045858  78636.5  1.65464e+07  1.66251e+07
0.0459638  78422.3  1.6511e+07  1.65895e+07
0.0460697  78208.3  1.64756e+07  1.65539e+07
0.046176  77994.5  1.64402e+07  1.65182e+07
0.0462825  77780.9  1.64049e+07  1.64826e+07
0.0463892  77567.5  1.63695e+07  1.6447e+07
0.0464961  77354.3  1.63341e+07  1.64114e+07
0.0466033  77141.3  1.62987e+07  1.63758e+07
0.0467108  76928.6  1.62633e+07  1.63403e+07
0.0468185  76716.1  1.6228e+07  1.63047e+07
0.0469265  76503.7  1.61926e+07  1.62691e+07
0.0470347  76291.6  1.61572e+07  1.62335e+07
0.0471431  76079.7  1.61219e+07  1.6198e+07
0.0472518  75868.1  1.60865e+07  1.61624e+07
0.0473608  75656.6  1.60512e+07  1.61269e+07
0.04747  75445.4  1.60159e+07  1.60913e+07
0.0475794  75234.4  1.59806e+07  1.60558e+07
0.0476892  75023.6  1.59452e+07  1.60203e+07
0.0477991  74813  1.59099e+07  1.59848e+07
0.0479093  74602.7  1.58746e+07  1.59492e+07
0.0480198  74392.6  1.58393e+07  1.59137e+07
0.0481305  74182.8  1.58041e+07  1.58783e+07
0.0482415  73973.1  1.57688e+07  1.58428e+07
0.0483527  73763.7  1.57335e+07  1.58073e+07
0.0484642  73554.6  1.56983e+07  1.57718e+07
0.048576  73345.7  1.5663e+07  1.57364e+07
0.048688  73137  1.56278e+07  1.5701e+07
0.0488003  72928.5  1.55926e+07  1.56655e+07
0.0489128  72720.3  1.55574e+07  1.56301e+07
0.0490256  72512.4  1.55222e+07  1.55947e+07
0.0491386  72304.7  1.5487e+07  1.55593e+07
0.0492519  72097.2  1.54518e+07  1.55239e+07
0.0493655  71890  1.54167e+07  1.54886e+07
0.0494793  71683  1.53815e+07  1.54532e+07
0.0495934  71476.3  1.53464e+07  1.54179e+07
0.0497078  71269.8  1.53113e+07  1.53825e+07
0.0498224  71063.6  1.52762e+07  1.53472e+07
0.0499372  70857.6  1.52411e+07  1.53119e+07
0.0500524  70651.9  1.5206e+07  1.52766e+07
0.0501678  70446.5  1.51709e+07  1.52414e+07
0.0502835  70241.3  1.51359e+07  1.52061e+07
0.0503994  70036.3  1.51008e+07  1.51709e+07
0.0505156  69831.7  1.50658e+07  1.51357e+07
0.0506321  69627.2  1.50308e+07  1.51004e+07
0.0507489  69423.1  1.49958e+07  1.50653e+07
0.0508659  69219.2  1.49609e+07  1.50301e+07
0.0509832  69015.6  1.49259e+07  1.49949e+07
0.0511007  68812.2  1.4891e+07  1.49598e+07
0.0512186  68609.2  1.4856e+07  1.49247e+07
0.0513367  68406.3  1.48211e+07  1.48896e+07
0.051455  68203.8  1.47863e+07  1.48545e+07
0.0515737  68001.5  1.47514e+07  1.48194e+07
0.0516926  67799.5  1.47165e+07  1.47843e+07
0.0518118  67597.8  1.46817e+07  1.47493e+07
0.0519313  67396.4  1.46469e+07  1.47143e+07
0.052051  67195.2  1.46121e+07  1.46793e+07
0.052171  66994.3  1.45773e+07  1.46443e+07
0.0522913  66793.7  1.45426e+07  1.46094e+07
0.0524119  66593.4  1.45078e+07  1.45744e+07
0.0525327  66393.3  1.44731e+07  1.45395e+07
0.0526539  66193.5  1.44384e+07  1.45046e+07
0.0527753  65994.1  1.44038e+07  1.44698e+07
0.052897  65794.9  1.43691e+07  1.44349e+07
0.0530189  65596  1.43345e+07  1.44001e+07
0.0531412  65397.3  1.42999e+07  1.43653e+07
0.0532637  65199  1.42653e+07  1.43305e+07
0.0533866  65001  1.42307e+07  1.42957e+07
0.0535096  64803.2  1.41962e+07  1.4261e+07
0.053633  64605.7  1.41617e+07  1.42263e+07
0.0537567  64408.6  1.41272e+07  1.41916e+07
0.0538807  64211.7  1.40927e+07  1.41569e+07
0.0540049  64015.1  1.40583e+07  1.41223e+07
0.0541294  63818.8  1.40238e+07  1.40876e+07
0.0542542  63622.9  1.39894e+07  1.40531e+07
0.0543793  63427.2  1.39551e+07  1.40185e+07
0.0545047  63231.8  1.39207e+07  1.39839e+07
0.0546304  63036.7  1.38864e+07  1.39494e+07
0.0547564  62841.9  1.38521e+07  1.39149e+07
0.0548826  62647.4  1.38178e+07  1.38804e+07
0.0550092  62453.3  1.37835e+07  1.3846e+07
0.055136  62259.4  1.37493e+07  1.38116e+07
0.0552631  62065.8  1.37151e+07  1.37772e+07
0.0553906  61872.6  1.36809e+07  1.37428e+07
0.0555183  61679.6  1.36468e+07  1.37085e+07
0.0556463  61487  1.36127e+07  1.36742e+07
0.0557746  61294.7  1.35786e+07  1.36399e+07
0.0559032  61102.6  1.35445e+07  1.36056e+07
0.0560321  60910.9  1.35105e+07  1.35714e+07
0.0561613  60719.5  1.34765e+07  1.35372e+07
0.0562908  60528.4  1.34425e+07  1.3503e+07
0.0564206  60337.7  1.34085e+07  1.34689e+07
0.0565507  60147.2  1.33746e+07  1.34348e+07
0.0566811  59957.1  1.33407e+07  1.34007e+07
0.0568118  59767.3  1.33069e+07  1.33666e+07
0.0569428  59577.8  1.3273e+07  1.33326e+07
0.0570741  59388.6  1.32392e+07  1.32986e+07
0.0572057  59199.7  1.32054e+07  1.32646e+07
0.0573376  59011.2  1.31717e+07  1.32307e+07
0.0574698  58823  1.3138e+07  1.31968e+07
0.0576023  58635.1  1.31043e+07  1.31629e+07
0.0577352  58447.5  1.30706e+07  1.31291e+07
0.0578683  58260.2  1.3037e+07  1.30953e+07
0.0580017  58073.3  1.30034e+07  1.30615e+07
0.0581355  57886.7  1.29699e+07  1.30277e+07
0.0582695  57700.4  1.29363e+07  1.2994e+07
0.0584039  57514.5  1.29028e+07  1.29603e+07
0.0585385  57328.9  1.28694e+07  1.29267e+07
0.0586735  57143.6  1.28359e+07  1.28931e+07
0.0588088  56958.6  1.28025e+07  1.28595e+07
0.0589444  56774  1.27692e+07  1.28259e+07
0.0590803  56589.7  1.27358e+07  1.27924e+07
0.0592166  56405.8  1.27025e+07  1.27589e+07
0.0593531  56222.1  1.26693e+07  1.27255e+07
0.05949  56038.8  1.2636e+07  1.26921e+07
0.0596271  55855.9  1.26028e+07  1.26587e+07
0.0597646  55673.3  1.25697e+07  1.26253e+07
0.0599024  55491  1.25365e+07  1.2592e+07
0.0600405  55309  1.25034e+07  1.25587e+07
0.060179  55127.4  1.24704e+07  1.25255e+07
0.0603177  54946.1  1.24373e+07  1.24923e+07
0.0604568  54765.2  1.24043e+07  1.24591e+07
0.0605962  54584.6  1.23714e+07  1.2426e+07
0.060736  54404.4  1.23385e+07  1.23929e+07
0.060876  54224.4  1.23056e+07  1.23598e+07
0.0610164  54044.9  1.22727e+07  1.23268e+07
0.0611571  53865.6  1.22399e+07  1.22938e+07
0.0612981  53686.7  1.22071e+07  1.22608e+07
0.0614394  53508.2  1.21744e+07  1.22279e+07
0.0615811  53330  1.21417e+07  1.2195e+07
0.0617231  53152.1  1.2109e+07  1.21622e+07
0.0618654  52974.6  1.20764e+07  1.21294e+07
0.0620081  52797.5  1.20438e+07  1.20966e+07
0.062151  52620.7  1.20113e+07  1.20639e+07
0.0622943  52444.2  1.19788e+07  1.20312e+07
0.062438  52268.1  1.19463e+07  1.19986e+07
0.062582  52092.3  1.19138e+07  1.19659e+07
0.0627263  51916.9  1.18814e+07  1.19334e+07
0.0628709  51741.8  1.18491e+07  1.19008e+07
0.0630159  51567.1  1.18168e+07  1.18683e+07
0.0631612  51392.7  1.17845e+07  1.18359e+07
0.0633068  51218.7  1.17522e+07  1.18035e+07
0.0634528  51045  1.172e+07  1.17711e+07
0.0635991  50871.7  1.16879e+07  1.17387e+07
0.0637457  50698.7  1.16558e+07  1.17065e+07
0.0638927  50526.1  1.16237e+07  1.16742e+07
0.06404  50353.9  1.15916e+07  1.1642e+07
0.0641877  50182  1.15596e+07  1.16098e+07
0.0643357  50010.4  1.15277e+07  1.15777e+07
0.0644841  49839.2  1.14957e+07  1.15456e+07
0.0646327  49668.4  1.14639e+07  1.15135e+07
0.0647818  49497.9  1.1432e+07  1.14815e+07
0.0649312  49327.8  1.14002e+07  1.14496e+07
0.0650809  49158  1.13685e+07  1.14176e+07
0.0652309  48988.6  1.13368e+07  1.13857e+07
0.0653813  48819.6  1.13051e+07  1.13539e+07
0.0655321  48650.9  1.12735e+07  1.13221e+07
0.0656832  48482.5  1.12419e+07  1.12903e+07
0.0658347  48314.6  1.12103e+07  1.12586e+07
0.0659865  48147  1.11788e+07  1.1227e+07
0.0661386  47979.7  1.11474e+07  1.11953e+07
0.0662911  47812.8  1.11159e+07  1.11638e+07
0.066444  47646.3  1.10846e+07  1.11322e+07
0.0665972  47480.1  1.10532e+07  1.11007e+07
0.0667507  47314.3  1.10219e+07  1.10693e+07
0.0669047  47148.9  1.09907e+07  1.10378e+07
0.0670589  46983.8  1.09595e+07  1.10065e+07
0.0672136  46819.1  1.09283e+07  1.09752e+07
0.0673685  46654.7  1.08972e+07  1.09439e+07
0.0675239  46490.7  1.08662e+07  1.09127e+07
0.0676796  46327.1  1.08351e+07  1.08815e+07
0.0678356  46163.8  1.08042e+07  1.08503e+07
0.067992  46000.9  1.07732e+07  1.08192e+07
0.0681488  45838.4  1.07423e+07  1.07882e+07
0.068306  45676.2  1.07115e+07  1.07572e+07
0.0684635  45514.4  1.06807e+07  1.07262e+07
0.0686213  45353  1.06499e+07  1.06953e+07
0.0687796  45191.9  1.06192e+07  1.06644e+07
0.0689381  45031.2  1.05886e+07  1.06336e+07
0.0690971  44870.8  1.05579e+07  1.06028e+07
0.0692564  44710.9  1.05274e+07  1.05721e+07
0.0694161  44551.3  1.04968e+07  1.05414e+07
0.0695762  44392  1.04664e+07  1.05108e+07
0.0697366  44233.2  1.04359e+07  1.04802e+07
0.0698974  44074.7  1.04055e+07  1.04496e+07
0.0700586  43916.5  1.03752e+07  1.04191e+07
0.0702201  43758.8  1.03449e+07  1.03887e+07
0.070382  43601.4  1.03147e+07  1.03583e+07
0.0705443  43444.3  1.02845e+07  1.03279e+07
0.070707  43287.7  1.02543e+07  1.02976e+07
0.07087  43131.4  1.02242e+07  1.02673e+07
0.0710334  42975.5  1.01941e+07  1.02371e+07
0.0711972  42819.9  1.01641e+07  1.0207e+07
0.0713614  42664.7  1.01342e+07  1.01768e+07
0.0715259  42509.9  1.01043e+07  1.01468e+07
0.0716909  42355.5  1.00744e+07  1.01167e+07
0.0718562  42201.4  1.00446e+07  1.00868e+07
0.0720219  42047.7  1.00148e+07  1.00569e+07
0.0721879  41894.4  9.98508e+06  1.0027e+07
0.0723544  41741.4  9.95541e+06  9.99715e+06
0.0725212  41588.8  9.92578e+06  9.96737e+06
0.0726884  41436.6  9.8962e+06  9.93764e+06
0.072856  41284.7  9.86667e+06  9.90796e+06
0.073024  41133.3  9.83719e+06  9.87833e+06
0.0731924  40982.2  9.80776e+06  9.84875e+06
0.0733612  40831.4  9.77838e+06  9.81921e+06
0.0735303  40681.1  9.74905e+06  9.78973e+06
0.0736999  40531.1  9.71977e+06  9.7603e+06
0.0738698  40381.4  9.69053e+06  9.73092e+06
0.0740402  40232.2  9.66135e+06  9.70158e+06
0.0742109  40083.3  9.63222e+06  9.6723e+06
0.074382  39934.8  9.60313e+06  9.64307e+06
0.0745535  39786.7  9.5741e+06  9.61388e+06
0.0747254  39638.9  9.54511e+06  9.58475e+06
0.0748977  39491.5  9.51618e+06  9.55567e+06
0.0750704  39344.5  9.48729e+06  9.52664e+06
0.0752435  39197.9  9.45846e+06  9.49766e+06
0.075417  39051.6  9.42968e+06  9.46873e+06
0.0755909  38905.7  9.40094e+06  9.43985e+06
0.0757652  38760.1  9.37226e+06  9.41102e+06
0.0759399  38615  9.34363e+06  9.38225e+06
0.076115  38470.2  9.31505e+06  9.35352e+06
0.0762905  38325.8  9.28652e+06  9.32485e+06
0.0764664  38181.7  9.25804e+06  9.29622e+06
0.0766428  38038.1  9.22961e+06  9.26765e+06
0.0768195  37894.8  9.20124e+06  9.23913e+06
0.0769966  37751.8  9.17291e+06  9.21066e+06
0.0771742  37609.3  9.14464e+06  9.18225e+06
0.0773521  37467.1  9.11642e+06  9.15388e+06
0.0775305  37325.3  9.08825e+06  9.12557e+06
0.0777092  37183.8  9.06013e+06  9.09731e+06
0.0778884  37042.8  9.03206e+06  9.0691e+06
0.078068  36902.1  9.00404e+06  9.04095e+06
0.078248  36761.8  8.97608e+06  9.01284e+06
0.0784284  36621.8  8.94817e+06  8.98479e+06
0.0786093  36482.2  8.92031e+06  8.95679e+06
0.0787905  36343  8.8925e+06  8.92885e+06
0.0789722  36204.2  8.86475e+06  8.90095e+06
0.0791543  36065.7  8.83705e+06  8.87311e+06
0.0793368  35927.6  8.80939e+06  8.84532e+06
0.0795198  35789.9  8.7818e+06  8.81759e+06
0.0797031  35652.5  8.75425e+06  8.7899e+06
0.0798869  35515.5  8.72676e+06  8.76227e+06
0.0800711  35378.9  8.69932e+06  8.7347e+06
0.0802557  35242.6  8.67193e+06  8.70717e+06
0.0804408  35106.8  8.6446e+06  8.6797e+06
0.0806263  34971.3  8.61732e+06  8.65229e+06
0.0808122  34836.1  8.59009e+06  8.62492e+06
0.0809985  34701.4  8.56291e+06  8.59761e+06
0.0811853  34567  8.53579e+06  8.57036e+06
0.0813725  34432.9  8.50872e+06  8.54315e+06
0.0815601  34299.3  8.4817e+06  8.516e+06
0.0817482  34166  8.45474e+06  8.48891e+06
0.0819367  34033.1  8.42783e+06  8.46187e+06
0.0821256  33900.5  8.40098e+06  8.43488e+06
0.082315  33768.3  8.37417e+06  8.40794e+06
0.0825048  33636.5  8.34743e+06  8.38106e+06
0.082695  33505  8.32073e+06  8.35424e+06
0.0828857  33374  8.29409e+06  8.32746e+06
0.0830768  33243.2  8.2675e+06  8.30074e+06
0.0832684  33112.9  8.24097e+06  8.27408e+06
0.0834604  32982.9  8.21449e+06  8.24747e+06
0.0836528  32853.3  8.18806e+06  8.22091e+06
0.0838457  32724.1  8.16169e+06  8.19441e+06
0.084039  32595.2  8.13537e+06  8.16797e+06
0.0842328  32466.7  8.10911e+06  8.14157e+06
0.0844271  32338.5  8.0829e+06  8.11523e+06
0.0846217  32210.7  8.05674e+06  8.08895e+06
0.0848168  32083.3  8.03064e+06  8.06272e+06
0.0850124  31956.3  8.00459e+06  8.03655e+06
0.0852084  31829.6  7.9786e+06  8.01043e+06
0.0854049  31703.3  7.95266e+06  7.98436e+06
0.0856018  31577.3  7.92677e+06  7.95835e+06
0.0857992  31451.7  7.90094e+06  7.93239e+06
0.0859971  31326.5  7.87517e+06  7.90649e+06
0.0861954  31201.6  7.84945e+06  7.88065e+06
0.0863941  31077.1  7.82378e+06  7.85486e+06
0.0865933  30953  7.79817e+06  7.82912e+06
0.086793  30829.2  7.77261e+06  7.80344e+06
0.0869931  30705.8  7.74711e+06  7.77781e+06
0.0871937  30582.7  7.72166e+06  7.75224e+06
0.0873948  30460  7.69626e+06  7.72672e+06
0.0875963  30337.7  7.67092e+06  7.70126e+06
0.0877983  30215.7  7.64564e+06  7.67586e+06
0.0880007  30094.1  7.62041e+06  7.65051e+06
0.0882036  29972.9  7.59524e+06  7.62521e+06
0.088407  29852  7.57012e+06  7.59997e+06
0.0886108  29731.5  7.54505e+06  7.57478e+06
0.0888152  29611.3  7.52004e+06  7.54965e+06
0.08902  29491.5  7.49509e+06  7.52458e+06
0.0892252  29372  7.47019e+06  7.49956e+06
0.089431  29252.9  7.44534e+06  7.4746e+06
0.0896372  29134.2  7.42055e+06  7.44969e+06
0.0898439  29015.8  7.39582e+06  7.42483e+06
0.090051  28897.8  7.37114e+06  7.40004e+06
0.0902587  28780.1  7.34651e+06  7.37529e+06
0.0904668  28662.8  7.32194e+06  7.35061e+06
0.0906754  28545.9  7.29743e+06  7.32598e+06
0.0908845  28429.3  7.27297e+06  7.3014e+06
0.091094  28313  7.24857e+06  7.27688e+06
0.0913041  28197.2  7.22422e+06  7.25241e+06
0.0915146  28081.6  7.19992e+06  7.22801e+06
0.0917256  27966.4  7.17569e+06  7.20365e+06
0.0919371  27851.6  7.1515e+06  7.17935e+06
0.0921491  27737.2  7.12737e+06  7.15511e+06
0.0923616  27623  7.1033e+06  7.13092e+06
0.0925746  27509.3  7.07928e+06  7.10679e+06
0.092788  27395.9  7.05532e+06  7.08272e+06
0.093002  27282.8  7.03141e+06  7.0587e+06
0.0932164  27170.1  7.00756e+06  7.03473e+06
0.0934313  27057.7  6.98377e+06  7.01082e+06
0.0936468  26945.7  6.96002e+06  6.98697e+06
0.0938627  26834  6.93634e+06  6.96317e+06
0.0940791  26722.7  6.91271e+06  6.93943e+06
0.0942961  26611.8  6.88913e+06  6.91574e+06
0.0945135  26501.2  6.86561e+06  6.89211e+06
0.0947314  26390.9  6.84215e+06  6.86854e+06
0.0949499  26281  6.81874e+06  6.84502e+06
0.0951688  26171.4  6.79538e+06  6.82156e+06
0.0953882  26062.2  6.77209e+06  6.79815e+06
0.0956082  25953.3  6.74884e+06  6.7748e+06
0.0958287  25844.8  6.72565e+06  6.7515e+06
0.0960496  25736.6  6.70252e+06  6.72826e+06
0.0962711  25628.7  6.67944e+06  6.70507e+06
0.0964931  25521.2  6.65642e+06  6.68194e+06
0.0967156  25414.1  6.63346e+06  6.65887e+06
0.0969386  25307.3  6.61054e+06  6.63585e+06
0.0971621  25200.8  6.58769e+06  6.61289e+06
0.0973861  25094.7  6.56489e+06  6.58998e+06
0.0976107  24988.9  6.54214e+06  6.56713e+06
0.0978358  24883.4  6.51945e+06  6.54433e+06
0.0980614  24778.3  6.49681e+06  6.52159e+06
0.0982875  24673.6  6.47423e+06  6.49891e+06
0.0985141  24569.1  6.45171e+06  6.47628e+06
0.0987413  24465  6.42924e+06  6.45371e+06
0.0989689  24361.3  6.40683e+06  6.43119e+06
0.0991971  24257.9  6.38447e+06  6.40872e+06
0.0994259  24154.8  6.36216e+06  6.38632e+06
0.0996551  24052.1  6.33991e+06  6.36397e+06
0.0998849  23949.7  6.31772e+06  6.34167e+06
0.100115  23847.6  6.29558e+06  6.31943e+06
0.100346  23745.9  6.2735e+06  6.29724e+06
0.100577  23644.5  6.25147e+06  6.27511e+06
0.100809  23543.5  6.2295e+06  6.25304e+06
0.101042  23442.7  6.20758e+06  6.23102e+06
0.101275  23342.3  6.18571e+06  6.20906e+06
0.101508  23242.3  6.16391e+06  6.18715e+06
0.101742  23142.6  6.14215e+06  6.16529e+06
0.101977  23043.2  6.12045e+06  6.1435e+06
0.102212  22944.1  6.09881e+06  6.12175e+06
0.102448  22845.4  6.07722e+06  6.10007e+06
0.102684  22747  6.05569e+06  6.07843e+06
0.102921  22648.9  6.03421e+06  6.05686e+06
0.103158  22551.2  6.01278e+06  6.03534e+06
0.103396  22453.7  5.99141e+06  6.01387e+06
0.103634  22356.7  5.9701e+06  5.99246e+06
0.103873  22259.9  5.94884e+06  5.9711e+06
0.104113  22163.5  5.92764e+06  5.9498e+06
0.104353  22067.4  5.90648e+06  5.92855e+06
0.104594  21971.6  5.88539e+06  5.90736e+06
0.104835  21876.1  5.86435e+06  5.88622e+06
0.105076  21781  5.84336e+06  5.86514e+06
0.105319  21686.2  5.82243e+06  5.84412e+06
0.105562  21591.7  5.80155e+06  5.82314e+06
0.105805  21497.5  5.78073e+06  5.80223e+06
0.106049  21403.7  5.75996e+06  5.78136e+06
0.106293  21310.2  5.73925e+06  5.76056e+06
0.106539  21217  5.71859e+06  5.7398e+06
0.106784  21124.1  5.69798e+06  5.7191e+06
0.10703  21031.5  5.67743e+06  5.69846e+06
0.107277  20939.3  5.65693e+06  5.67787e+06
0.107525  20847.4  5.63649e+06  5.65734e+06
0.107773  20755.8  5.6161e+06  5.63686e+06
0.108021  20664.5  5.59577e+06  5.61643e+06
0.10827  20573.5  5.57549e+06  5.59606e+06
0.10852  20482.8  5.55526e+06  5.57574e+06
0.10877  20392.5  5.53509e+06  5.55548e+06
0.109021  20302.5  5.51497e+06  5.53527e+06
0.109272  20212.8  5.4949e+06  5.51512e+06
0.109524  20123.4  5.47489e+06  5.49502e+06
0.109777  20034.3  5.45494e+06  5.47497e+06
0.11003  19945.5  5.43503e+06  5.45498e+06
0.110284  19857.1  5.41519e+06  5.43504e+06
0.110538  19768.9  5.39539e+06  5.41516e+06
0.110793  19681.1  5.37565e+06  5.39533e+06
0.111048  19593.5  5.35596e+06  5.37555e+06
0.111304  19506.3  5.33633e+06  5.35583e+06
0.111561  19419.4  5.31674e+06  5.33616e+06
0.111818  19332.8  5.29722e+06  5.31655e+06
0.112076  19246.5  5.27774e+06  5.29699e+06
0.112334  19160.5  5.25832e+06  5.27748e+06
0.112593  19074.8  5.23895e+06  5.25803e+06
0.112853  18989.4  5.21964e+06  5.23863e+06
0.113113  18904.4  5.20038e+06  5.21928e+06
0.113374  18819.6  5.18117e+06  5.19999e+06
0.113635  18735.1  5.16201e+06  5.18075e+06
0.113897  18650.9  5.14291e+06  5.16156e+06
0.11416  18567.1  5.12386e+06  5.14243e+06
0.114423  18483.5  5.10487e+06  5.12335e+06
0.114687  18400.2  5.08592e+06  5.10432e+06
0.114952  18317.3  5.06703e+06  5.08535e+06
0.115217  18234.6  5.0482e+06  5.06643e+06
0.115482  18152.3  5.02941e+06  5.04756e+06
0.115749  18070.2  5.01068e+06  5.02875e+06
0.116016  17988.4  4.992e+06  5.00999e+06
0.116283  17906.9  4.97337e+06  4.99128e+06
0.116551  17825.8  4.9548e+06  4.97262e+06
0.11682  17744.9  4.93628e+06  4.95402e+06
0.117089  17664.3  4.91781e+06  4.93547e+06
0.117359  17584  4.89939e+06  4.91697e+06
0.11763  17504  4.88102e+06  4.89853e+06
0.117901  17424.3  4.86271e+06  4.88013e+06
0.118173  17344.9  4.84445e+06  4.86179e+06
0.118445  17265.8  4.82624e+06  4.8435e+06
0.118719  17186.9  4.80808e+06  4.82527e+06
0.118992  17108.4  4.78998e+06  4.80708e+06
0.119267  17030.1  4.77192e+06  4.78895e+06
0.119542  16952.2  4.75392e+06  4.77087e+06
0.119817  16874.5  4.73597e+06  4.75285e+06
0.120094  16797.1  4.71807e+06  4.73487e+06
0.120371  16720  4.70023e+06  4.71695e+06
0.120648  16643.2  4.68243e+06  4.69907e+06
0.120926  16566.6  4.66469e+06  4.68125e+06
0.121205  16490.4  4.64699e+06  4.66348e+06
0.121485  16414.4  4.62935e+06  4.64577e+06
0.121765  16338.7  4.61176e+06  4.6281e+06
0.122045  16263.3  4.59422e+06  4.61049e+06
0.122327  16188.2  4.57674e+06  4.59293e+06
0.122609  16113.4  4.5593e+06  4.57541e+06
0.122892  16038.8  4.54191e+06  4.55795e+06
0.123175  15964.6  4.52458e+06  4.54054e+06
0.123459  15890.6  4.5073e+06  4.52319e+06
0.123744  15816.8  4.49006e+06  4.50588e+06
0.124029  15743.4  4.47288e+06  4.48862e+06
0.124315  15670.2  4.45575e+06  4.47142e+06
0.124602  15597.3  4.43867e+06  4.45427e+06
0.124889  15524.7  4.42164e+06  4.43716e+06
0.125177  15452.4  4.40466e+06  4.42011e+06
0.125466  15380.3  4.38773e+06  4.40311e+06
0.125755  15308.5  4.37085e+06  4.38616e+06
0.126045  15237  4.35402e+06  4.36925e+06
0.126335  15165.8  4.33724e+06  4.3524e+06
0.126627  15094.8  4.32051e+06  4.3356e+06
0.126919  15024.1  4.30383e+06  4.31885e+06
0.127211  14953.7  4.2872e+06  4.30215e+06
0.127505  14883.5  4.27062e+06  4.2855e+06
0.127799  14813.6  4.25409e+06  4.2689e+06
0.128093  14744  4.23761e+06  4.25235e+06
0.128389  14674.6  4.22118e+06  4.23585e+06
0.128685  14605.6  4.20479e+06  4.2194e+06
0.128982  14536.7  4.18846e+06  4.203e+06
0.129279  14468.2  4.17218e+06  4.18665e+06
0.129577  14399.9  4.15595e+06  4.17035e+06
0.129876  14331.8  4.13976e+06  4.15409e+06
0.130175  14264.1  4.12363e+06  4.13789e+06
0.130475  14196.6  4.10754e+06  4.12174e+06
0.130776  14129.3  4.0915e+06  4.10563e+06
0.131078  14062.4  4.07551e+06  4.08958e+06
0.13138  13995.6  4.05957e+06  4.07357e+06
0.131683  13929.2  4.04368e+06  4.05761e+06
0.131987  13863  4.02784e+06  4.0417e+06
0.132291  13797  4.01205e+06  4.02584e+06
0.132596  13731.3  3.9963e+06  4.01003e+06
0.132902  13665.9  3.9806e+06  3.99427e+06
0.133208  13600.7  3.96496e+06  3.97856e+06
0.133515  13535.8  3.94935e+06  3.96289e+06
0.133823  13471.1  3.9338e+06  3.94727e+06
0.134132  13406.7  3.9183e+06  3.9317e+06
0.134441  13342.6  3.90284e+06  3.91618e+06
0.134751  13278.7  3.88743e+06  3.90071e+06
0.135062  13215  3.87207e+06  3.88529e+06
0.135373  13151.6  3.85676e+06  3.86991e+06
0.135685  13088.5  3.84149e+06  3.85458e+06
0.135998  13025.6  3.82627e+06  3.8393e+06
0.136312  12962.9  3.8111e+06  3.82407e+06
0.136626  12900.5  3.79598e+06  3.80888e+06
0.136941  12838.4  3.7809e+06  3.79374e+06
0.137257  12776.5  3.76588e+06  3.77865e+06
0.137573  12714.8  3.75089e+06  3.76361e+06
0.137891  12653.4  3.73596e+06  3.74861e+06
0.138209  12592.2  3.72107e+06  3.73366e+06
0.138527  12531.3  3.70623e+06  3.71876e+06
0.138847  12470.6  3.69144e+06  3.70391e+06
0.139167  12410.2  3.67669e+06  3.6891e+06
0.139488  12350  3.66199e+06  3.67434e+06
0.139809  12290  3.64733e+06  3.65962e+06
0.140132  12230.3  3.63273e+06  3.64496e+06
0.140455  12170.8  3.61816e+06  3.63034e+06
0.140779  12111.6  3.60365e+06  3.61576e+06
0.141103  12052.6  3.58918e+06  3.60123e+06
0.141429  11993.8  3.57476e+06  3.58675e+06
0.141755  11935.3  3.56038e+06  3.57231e+06
0.142082  11877  3.54605e+06  3.55792e+06
0.142409  11819  3.53176e+06  3.54358e+06
0.142738  11761.2  3.51752e+06  3.52928e+06
0.143067  11703.6  3.50333e+06  3.51503e+06
0.143397  11646.3  3.48918e+06  3.50082e+06
0.143727  11589.1  3.47507e+06  3.48666e+06
0.144059  11532.3  3.46102e+06  3.47255e+06
0.144391  11475.6  3.447e+06  3.45848e+06
0.144724  11419.2  3.43304e+06  3.44446e+06
0.145058  11363  3.41911e+06  3.43048e+06
0.145392  11307.1  3.40524e+06  3.41654e+06
0.145727  11251.3  3.3914e+06  3.40265e+06
0.146063  11195.8  3.37762e+06  3.38881e+06
0.1464  11140.6  3.36387e+06  3.37501e+06
0.146738  11085.5  3.35017e+06  3.36126e+06
